id,ts,region,amount
20260826-000,2026-08-26 12:56:40,north,398.53
20260826-001,2026-08-26 17:00:34,north,547.40
20260826-002,2026-08-26 12:26:59,south,853.77
20260826-003,2026-08-26 14:21:15,north,459.74
20260826-004,2026-08-26 17:30:27,north,684.53
20260826-005,2026-08-26 11:34:49,east,466.76
20260826-006,2026-08-26 13:51:01,north,553.38
20260826-007,2026-08-26 09:29:44,north,311.37
20260826-008,2026-08-26 14:06:29,east,758.48
20260826-009,2026-08-26 16:14:12,north,833.12
20260826-010,2026-08-26 17:08:52,north,379.30
20260826-011,2026-08-26 16:56:59,west,453.34
20260826-012,2026-08-26 14:14:44,north,778.25
20260826-013,2026-08-26 11:16:48,north,294.63
20260826-014,2026-08-26 19:20:57,east,722.33
20260826-015,2026-08-26 09:38:45,west,357.85
20260826-016,2026-08-26 17:38:42,east,375.11
20260826-017,2026-08-26 15:14:26,south,262.24
20260826-018,2026-08-26 09:07:26,south,167.12
20260826-019,2026-08-26 14:06:14,north,117.49
20260826-020,2026-08-26 09:07:24,north,330.89
20260826-021,2026-08-26 08:17:37,south,457.70
20260826-022,2026-08-26 13:08:09,east,530.31
20260826-023,2026-08-26 09:01:50,west,711.53
20260826-024,2026-08-26 18:19:35,west,360.62
20260826-025,2026-08-26 15:49:15,north,219.52
20260826-026,2026-08-26 08:59:07,east,5.75
20260826-027,2026-08-26 18:23:00,west,796.71
20260826-028,2026-08-26 14:49:53,west,325.61
20260826-029,2026-08-26 11:16:21,west,26.34
20260826-030,2026-08-26 13:42:19,west,335.90
20260826-031,2026-08-26 10:18:13,east,393.10
20260826-032,2026-08-26 09:10:53,north,729.69
20260826-033,2026-08-26 13:25:44,south,650.84
20260826-034,2026-08-26 13:23:27,east,901.57
20260826-035,2026-08-26 14:02:46,east,618.71
