id,ts,region,amount
20260526-000,2026-05-26 19:51:40,partner,143.00
20260526-001,2026-05-26 18:48:12,partner,174.63
20260526-002,2026-05-26 12:52:15,online,910.82
20260526-003,2026-05-26 08:26:00,partner,310.06
20260526-004,2026-05-26 16:20:24,partner,613.33
20260526-005,2026-05-26 15:01:50,retail,894.02
20260526-006,2026-05-26 11:04:33,retail,556.04
20260526-007,2026-05-26 13:17:36,online,156.61
20260526-008,2026-05-26 11:08:05,partner,929.44
20260526-009,2026-05-26 10:51:30,online,179.23
20260526-010,2026-05-26 15:08:46,partner,587.52
20260526-011,2026-05-26 12:59:31,retail,187.24
20260526-012,2026-05-26 16:26:22,online,228.34
20260526-013,2026-05-26 11:03:48,wholesale,164.20
20260526-014,2026-05-26 11:36:29,retail,403.86
20260526-015,2026-05-26 18:27:04,wholesale,111.79
20260526-016,2026-05-26 18:41:40,wholesale,367.74
20260526-017,2026-05-26 19:46:14,wholesale,36.29
20260526-018,2026-05-26 14:25:50,wholesale,204.15
20260526-019,2026-05-26 15:05:28,partner,168.84
20260526-020,2026-05-26 08:50:20,retail,670.99
20260526-021,2026-05-26 15:15:34,wholesale,917.60
20260526-022,2026-05-26 11:17:38,online,452.94
20260526-023,2026-05-26 17:33:10,partner,875.43
20260526-024,2026-05-26 15:42:32,retail,943.09
20260526-025,2026-05-26 17:25:09,online,607.72
20260526-026,2026-05-26 15:47:02,partner,158.48
20260526-027,2026-05-26 11:22:26,online,103.32
20260526-028,2026-05-26 09:50:50,partner,600.89
20260526-029,2026-05-26 10:11:06,wholesale,107.53
20260526-030,2026-05-26 11:12:05,retail,943.57
20260526-031,2026-05-26 10:25:41,online,801.58
20260526-032,2026-05-26 18:36:54,partner,21.45
20260526-033,2026-05-26 19:18:02,retail,248.71
