id,ts,region,amount
20260524-000,2026-05-24 12:46:47,partner,40.03
20260524-001,2026-05-24 17:19:12,retail,146.74
20260524-002,2026-05-24 09:48:28,wholesale,455.29
20260524-003,2026-05-24 19:56:40,online,550.25
20260524-004,2026-05-24 19:53:15,online,274.50
20260524-005,2026-05-24 14:08:37,online,254.38
20260524-006,2026-05-24 08:02:55,retail,593.19
20260524-007,2026-05-24 14:07:21,online,300.75
20260524-008,2026-05-24 15:26:21,wholesale,814.43
20260524-009,2026-05-24 18:25:52,wholesale,691.16
20260524-010,2026-05-24 15:11:08,partner,577.21
20260524-011,2026-05-24 10:51:16,retail,798.20
20260524-012,2026-05-24 13:06:53,partner,756.36
20260524-013,2026-05-24 10:10:55,online,830.01
20260524-014,2026-05-24 19:23:32,online,238.43
20260524-015,2026-05-24 08:36:51,retail,794.12
20260524-016,2026-05-24 13:07:08,retail,732.03
20260524-017,2026-05-24 16:15:18,retail,213.51
20260524-018,2026-05-24 12:27:12,retail,673.33
20260524-019,2026-05-24 18:08:10,wholesale,198.92
20260524-020,2026-05-24 12:43:45,online,721.60
20260524-021,2026-05-24 14:36:15,wholesale,944.96
20260524-022,2026-05-24 15:59:06,retail,60.45
20260524-023,2026-05-24 15:36:35,partner,857.43
20260524-024,2026-05-24 11:56:57,online,507.10
20260524-025,2026-05-24 19:25:24,wholesale,110.86
20260524-026,2026-05-24 11:03:41,wholesale,675.86
20260524-027,2026-05-24 14:29:01,retail,402.49
20260524-028,2026-05-24 19:44:30,wholesale,832.11
20260524-029,2026-05-24 11:14:32,wholesale,624.14
20260524-030,2026-05-24 18:03:27,online,188.86
