f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,outcome
-0.8404007071557065,-0.07986796743298397,4.615090615040308,-3.5499952288707672,-0.2811606550962542,1.9002506971695048,-0.2785931688250458,-1.5495755477839506,0.8698879242135504,0.24857438871043577,1
-3.0673369944899918,7.324286609435727,-0.7705358023071258,1.3195756812333002,3.0464078713600324,1.0798009562344413,0.8277392564007396,3.4079073741388397,-3.4069780522704227,1.3972654489162755,1
1.6231632119556698,0.5292138193406285,-0.14385095316603358,0.01797986687204435,-0.18665819548363305,1.9393410656290064,0.7190274764877128,-0.19975038413609836,-1.671438718821905,1.3358198155151055,0
-0.7917438174104652,3.5402718908200117,-0.8448384782678442,1.9167482421193258,1.767234364556136,0.9095909605508239,1.6321236361279252,0.24708646610404894,-2.7720198009098533,-0.7638871566700284,0
3.2336877651838893,-1.8199528035148635,-0.39065339917460473,-3.768034930028717,1.28959674709261,1.1115342277015172,0.24590243857981642,2.6223624694788406,1.4305544917455495,-0.8429618865315514,0
-0.22327513473672123,1.2569169213551188,-0.10884575066916546,-1.9313845675950705,-0.07190752028249248,0.5654430312605192,2.4766875782308833,0.2729276064051045,0.2737942093594883,0.24424224264229383,1
1.167210354344776,2.7277675566957424,-5.4599675429831285,1.6819349876889693,0.16911916238536195,2.5799676737764026,3.5197689315267,0.6284397661831713,-1.1168872707646624,0.5663391814132059,0
1.828239986633051,0.833978293440608,-3.1500216222331585,2.8589926263075864,-2.853990636584099,4.173268998530874,-0.29050153024916736,-1.3295282517689133,-1.9773922204875047,0.1379059194971331,1
4.035197636236917,-4.982919371253196,2.082478964184856,-1.0188445210850854,-2.907137987905252,0.9222574276037022,-2.587550324321626,-1.3721792481473751,-0.1437402029697047,-0.09422013684566617,0
0.6685507664014253,1.8857041701819066,-1.8032873105072642,-2.059346387719736,1.830090541543412,1.1415883269709688,0.7706203468394709,3.581041054641127,0.40003269380517104,0.49897630116525077,0
-0.9273588848772063,4.088107811809871,-2.372714749680238,1.832110098739328,2.7833488098805823,0.29521390916643064,2.790833864332818,1.186325229105879,-2.250968723954574,-0.6102160146229862,0
-0.9828998615295316,2.7481234165386885,-0.44071995722635204,-2.840243095495405,-0.7773328106268567,0.8234658003717608,3.660667994188447,0.8978514148649218,0.25912546877463916,-0.1766149075276377,1
-4.394093745835716,1.76383817530909,-2.1669745901605024,2.9540206653629584,-0.17628240902415926,-2.6573681126659157,2.08083830007855,-2.147741704796993,1.4871727840545739,1.4502480883870354,0
-1.77355526935613,3.8720514851368892,0.9210281612997487,-0.9027437540605978,0.03869027485593313,0.06019415396834005,-0.4684188921537431,3.069185020889552,-1.8175071227017006,-3.2579603467954903,1
1.335288469944206,0.26014992194585296,0.35730524429499066,-0.8344371246545467,0.9413631773048893,1.1927213463983342,0.01741806854190986,0.8714784000817315,-0.8497915019469829,-0.5711827683089732,0
-0.8186388027580387,2.114914284100351,1.4317389851166398,-2.6628959378160335,-1.1510966367332034,0.10378646586873908,0.9793397998214208,1.7888727046681707,-0.6269261801550209,1.8261297028073227,1
2.8766739985798755,-0.3539893546257931,-0.8119118769093988,-2.627649189383093,0.6110368773829423,2.555011730346253,0.9810689506496783,1.5650876828927953,0.17054639672075722,-0.7178656096116696,0
1.3371602011213524,-2.7862280356893554,-1.250885551048772,2.626200141787154,-2.5207590875170127,-1.5918389897042535,-1.1605783204038949,-1.3745948310467297,-0.3914320778827278,-0.8541683487988009,0
-2.20223399197016,3.7987584835459205,1.9745418870630718,-2.1671669246103664,1.8264795308916302,3.432513512948582,1.9567435481151059,-0.8872239816744427,-0.06524101994247489,0.6148940102296621,1
2.402232262286496,-1.8989319762559072,0.4795805257696326,0.06167974550645396,-1.0403426915052347,0.7521013816305615,-1.998639966617723,0.40884325167909275,-0.8686856510861081,1.3268069469443369,0
2.125994325567173,-1.6010785019637916,-1.3766651319205698,3.371308697222322,-1.7405264400945337,0.6673420852879508,-0.14729085681925103,-2.3995947590232047,-2.038502049430268,1.3573550395354732,1
0.3358468728327305,2.346366261033257,-1.493415734391772,-0.18028295175946085,2.037589623435367,1.2147332287248664,1.5148450918216414,1.6540510964375101,-1.0040334140693963,-1.0329096927432997,0
0.04130550450225012,1.872624545414003,-3.23619397860717,1.6569939041312332,-2.3091566764732887,2.3391039124594304,1.6620883951094312,-0.7914897838380764,-0.8303671447626425,0.4501177116441416,1
-3.6657462261255525,-1.2217039121553717,-1.2082296214194617,1.0095712577976046,-1.705404548257279,-2.7492045629376634,1.0832854192482118,-2.955351539701632,3.9694015136969507,-1.4185162406501048,0
0.9439966203394328,-3.181215909135856,-0.24307982026419084,-0.27700735543090493,-1.4772712331748195,1.7360820088219078,-3.67548687116223,-0.6587254677052943,2.767819107529845,0.16930948584522987,0
1.3379373743870526,-3.035341029054449,-1.2935837531611591,4.566983665871606,-2.516211815178223,-1.8719917591490076,-0.7410930917553844,-3.1583899297257485,-1.4045132224329995,-0.1799786677895379,1
0.6752582919082628,-2.5611677110724425,-2.3370147649076207,1.576429550244988,-0.05962090070046311,0.06118507257484773,-2.681518141301963,0.01367457244446979,2.309643584482802,-0.33102310727988216,0
0.8724649550393007,-2.187409846434796,-0.9031384022404387,1.755181954731797,-2.104074079147005,-0.03555953040181303,-0.9020029832266178,-1.866425183898779,0.31488179550653017,-1.4403323684313445,0
-2.0281423722703797,-1.8572490557433874,-1.0356387188160243,2.598097896412397,-2.695264470245087,-2.8267788071413156,-0.5799460908635943,-2.491508162339654,1.7044882434116853,-0.9443413862113654,0
-1.69221901632456,-2.6740007035459383,-1.290274019087371,0.30041013514658266,-0.6079837249854103,-2.8001309379576984,-0.6751875864569843,-0.9575034118649195,4.0721280986880775,0.1939854419539857,0
-0.8496669480279622,0.0854118612432085,-1.196219284662224,2.1020878540613444,0.19622580405901657,-0.7286141887440531,-0.37554931414316206,-0.627918284296914,0.08108910447573747,-0.06219920923654949,0
1.452032614166738,-2.7721161390407465,0.03115169159501563,1.2174628411260346,-1.8476892204543547,-0.7037347031535335,-2.0117184211466794,-0.7958798575959496,-0.018068092003720393,-0.30971475060837916,0
0.37867374780980934,-0.5399712969727357,0.9653201316192528,-0.5741592775162645,1.1377958140389635,-1.5130952184185391,2.56588592023059,-1.151294579915455,-0.42054258660163313,-1.7793700634299996,1
0.8430321932763627,0.676064609672215,-0.5656196567359391,-0.18131928493533964,-0.6864795423215819,1.144593266529615,1.7954073770152752,-0.5559135659074539,-0.9919642301737192,-0.22526695354018172,1
-2.3454337880397107,0.01942511710362006,-2.0023523806582735,1.673554488393078,0.8408665958894368,-2.0996106937841397,0.10179110261383317,-0.34574500770422134,2.153276818252621,0.3744763021160969,0
-2.213762477291719,5.954333766686045,-0.40266451533657954,0.6866271165583168,4.231956481243378,2.8820316315465835,2.1049411050161377,0.8471924968659165,-2.1855414241109696,0.16622060302328964,1
-0.3223812245622082,0.6606278008639274,-1.5751326508625492,2.93780084299479,0.45374095878424625,0.5627216546987015,-1.6734716553996878,0.00976031371960051,-0.8472687234519689,0.6340984993683759,0
0.5900203503199126,0.04453465021208685,-0.37981535858377435,-0.39303053808259436,-1.582456843398207,-0.3415660946920369,0.947656851950566,0.2855912314897249,-0.6144621071075704,0.6286406251313901,1
2.178838778278487,0.043721809164319524,-1.9314569472119176,-1.4668312828006536,1.0755813832387062,0.8838431321769442,1.8645985436855523,1.71402659375189,0.056361298322464615,0.4528846145322359,0
-1.545856659256975,1.826256728172732,-2.2393880455095965,0.9163020035617635,-0.5849052547500924,-1.4565138753921851,4.172790834667369,-1.0427542664207365,-0.10234487077573662,0.03097374042980535,1
-0.24128236199891306,5.802896688954102,-2.4507166053735165,-2.8715842886502005,0.15024150354475196,6.3271900307381985,4.140353986244001,1.4226829618991998,-0.6419600478548138,0.3912905188091807,1
-0.845309089080055,1.1801731033631493,1.0768135564032464,-1.1683888327287875,0.9717785315587096,0.5459151125669337,0.5824309210032997,0.15564492684877562,0.11232436381433053,1.6717551571872644,1
2.507680317129677,-5.77177928817411,-0.06930396485402579,5.987515311020988,-1.9311194246243013,-2.178309214674234,-2.8657797788587778,-4.820702748612154,-1.440706416830851,-0.48141939059366984,1
0.7376023519269957,-2.3436787849641556,-2.3155688489455164,6.331870443910873,-1.9609377644025348,-2.453190723275414,0.8693524315794238,-4.444513008872471,-2.0591389684677397,-0.7500331193046587,1
