id,ts,region,amount
20260907-000,2026-09-07 08:57:09,east,667.99
20260907-001,2026-09-07 15:10:44,south,273.45
20260907-002,2026-09-07 09:10:55,south,190.28
20260907-003,2026-09-07 14:59:48,north,233.93
20260907-004,2026-09-07 17:33:27,south,129.31
20260907-005,2026-09-07 11:18:58,west,522.34
20260907-006,2026-09-07 18:42:52,north,819.46
20260907-007,2026-09-07 14:14:15,south,249.59
20260907-008,2026-09-07 19:54:51,south,938.24
20260907-009,2026-09-07 13:34:22,north,255.57
20260907-010,2026-09-07 11:49:23,south,889.06
20260907-011,2026-09-07 08:33:05,west,840.40
20260907-012,2026-09-07 19:30:14,south,224.49
20260907-013,2026-09-07 10:35:54,north,796.79
20260907-014,2026-09-07 08:29:03,south,517.71
20260907-015,2026-09-07 17:29:28,west,858.12
20260907-016,2026-09-07 16:42:37,south,400.78
20260907-017,2026-09-07 09:09:22,west,334.50
20260907-018,2026-09-07 19:02:20,east,931.87
20260907-019,2026-09-07 14:21:07,north,312.21
20260907-020,2026-09-07 09:06:24,south,51.56
20260907-021,2026-09-07 08:10:51,east,100.49
20260907-022,2026-09-07 08:50:32,north,109.66
20260907-023,2026-09-07 16:44:56,east,788.85
20260907-024,2026-09-07 09:43:52,east,535.87
20260907-025,2026-09-07 15:28:03,north,372.76
20260907-026,2026-09-07 17:52:28,west,661.84
20260907-027,2026-09-07 18:23:03,south,115.31
20260907-028,2026-09-07 08:01:35,east,660.29
20260907-029,2026-09-07 16:14:55,east,750.54
20260907-030,2026-09-07 17:59:05,north,504.57
20260907-031,2026-09-07 11:14:31,west,129.50
20260907-032,2026-09-07 11:21:52,west,52.59
20260907-033,2026-09-07 18:15:53,east,550.49
20260907-034,2026-09-07 18:01:29,north,173.43
20260907-035,2026-09-07 09:24:56,west,408.68
20260907-036,2026-09-07 16:56:23,west,558.15
20260907-037,2026-09-07 14:09:53,east,285.81
20260907-038,2026-09-07 18:59:14,south,650.34
20260907-039,2026-09-07 16:53:55,east,538.77
20260907-040,2026-09-07 14:05:30,east,192.07
