id,ts,region,amount
20260906-000,2026-09-06 17:50:23,north,6.12
20260906-001,2026-09-06 12:18:25,east,765.08
20260906-002,2026-09-06 16:26:09,east,458.84
20260906-003,2026-09-06 09:33:58,north,155.65
20260906-004,2026-09-06 15:29:26,west,624.97
20260906-005,2026-09-06 19:16:49,north,860.37
20260906-006,2026-09-06 08:55:40,west,507.33
20260906-007,2026-09-06 09:05:03,north,687.76
20260906-008,2026-09-06 15:30:18,north,482.23
20260906-009,2026-09-06 15:01:17,north,554.16
20260906-010,2026-09-06 16:49:02,south,143.83
20260906-011,2026-09-06 19:05:24,east,205.92
20260906-012,2026-09-06 17:18:53,west,470.36
20260906-013,2026-09-06 19:39:29,north,909.58
20260906-014,2026-09-06 12:39:00,south,278.74
20260906-015,2026-09-06 09:15:52,south,61.69
20260906-016,2026-09-06 08:41:03,west,230.50
20260906-017,2026-09-06 19:18:38,south,218.46
20260906-018,2026-09-06 08:58:04,east,913.33
20260906-019,2026-09-06 17:46:25,north,711.03
20260906-020,2026-09-06 13:05:34,east,375.79
20260906-021,2026-09-06 14:24:11,west,711.03
20260906-022,2026-09-06 10:38:54,north,603.68
20260906-023,2026-09-06 19:15:56,west,109.06
20260906-024,2026-09-06 10:18:55,east,902.94
20260906-025,2026-09-06 10:41:07,west,728.78
20260906-026,2026-09-06 16:54:01,west,759.12
20260906-027,2026-09-06 19:02:55,east,299.79
20260906-028,2026-09-06 17:54:16,north,42.80
20260906-029,2026-09-06 12:19:31,south,80.95
20260906-030,2026-09-06 13:20:57,east,739.28
20260906-031,2026-09-06 10:48:14,west,379.60
20260906-032,2026-09-06 19:13:10,south,947.26
20260906-033,2026-09-06 17:56:15,west,900.77
20260906-034,2026-09-06 16:36:26,east,171.61
20260906-035,2026-09-06 14:50:54,west,798.02
20260906-036,2026-09-06 17:59:16,south,934.32
20260906-037,2026-09-06 19:59:10,south,475.87
