id,ts,region,amount
20260904-000,2026-09-04 17:18:32,west,677.40
20260904-001,2026-09-04 19:53:46,north,574.88
20260904-002,2026-09-04 16:02:31,north,390.99
20260904-003,2026-09-04 15:08:20,west,364.07
20260904-004,2026-09-04 15:30:08,east,723.25
20260904-005,2026-09-04 12:02:12,south,854.19
20260904-006,2026-09-04 09:51:52,north,829.53
20260904-007,2026-09-04 11:38:07,west,53.99
20260904-008,2026-09-04 17:01:36,east,15.11
20260904-009,2026-09-04 12:55:01,north,716.94
20260904-010,2026-09-04 17:34:56,west,251.72
20260904-011,2026-09-04 12:33:35,west,383.56
20260904-012,2026-09-04 16:31:50,east,145.95
20260904-013,2026-09-04 19:41:54,south,169.13
20260904-014,2026-09-04 16:21:13,east,253.86
20260904-015,2026-09-04 18:03:05,south,195.17
20260904-016,2026-09-04 16:41:21,north,746.71
20260904-017,2026-09-04 16:02:40,east,121.17
20260904-018,2026-09-04 18:18:55,south,947.09
20260904-019,2026-09-04 16:09:50,north,925.26
20260904-020,2026-09-04 09:37:49,east,882.56
20260904-021,2026-09-04 14:46:25,west,785.58
20260904-022,2026-09-04 12:59:14,east,476.57
20260904-023,2026-09-04 09:43:28,north,119.73
20260904-024,2026-09-04 10:53:50,south,863.84
20260904-025,2026-09-04 17:47:00,west,841.49
20260904-026,2026-09-04 10:38:45,north,649.53
20260904-027,2026-09-04 12:29:03,east,164.47
20260904-028,2026-09-04 10:18:47,north,363.43
20260904-029,2026-09-04 16:07:41,east,72.09
20260904-030,2026-09-04 17:37:43,south,510.94
20260904-031,2026-09-04 08:45:23,west,240.34
20260904-032,2026-09-04 18:42:40,south,292.90
20260904-033,2026-09-04 10:21:53,south,203.93
20260904-034,2026-09-04 10:45:43,south,121.73
20260904-035,2026-09-04 19:35:16,west,854.00
20260904-036,2026-09-04 10:35:46,south,514.32
