id,ts,region,amount
20260516-000,2026-05-16 13:40:41,north,696.40
20260516-001,2026-05-16 11:36:32,west,580.27
20260516-002,2026-05-16 19:54:56,east,825.12
20260516-003,2026-05-16 12:48:20,west,50.16
20260516-004,2026-05-16 15:00:07,south,553.68
20260516-005,2026-05-16 13:43:20,north,506.54
20260516-006,2026-05-16 12:18:47,north,225.38
20260516-007,2026-05-16 08:13:40,west,456.01
20260516-008,2026-05-16 08:24:01,west,284.60
20260516-009,2026-05-16 08:06:39,south,739.22
20260516-010,2026-05-16 18:05:19,south,275.08
20260516-011,2026-05-16 08:05:26,west,774.94
20260516-012,2026-05-16 13:54:44,east,367.88
20260516-013,2026-05-16 10:30:25,east,662.02
20260516-014,2026-05-16 12:20:38,north,908.78
20260516-015,2026-05-16 17:10:46,south,290.43
20260516-016,2026-05-16 10:14:51,east,196.68
20260516-017,2026-05-16 11:44:28,south,384.21
20260516-018,2026-05-16 11:28:20,east,802.00
20260516-019,2026-05-16 18:39:26,west,470.57
20260516-020,2026-05-16 12:42:56,east,168.10
20260516-021,2026-05-16 09:55:28,east,681.37
20260516-022,2026-05-16 12:02:45,west,307.06
20260516-023,2026-05-16 17:20:28,west,30.38
20260516-024,2026-05-16 08:56:49,south,383.03
20260516-025,2026-05-16 13:22:10,south,376.42
20260516-026,2026-05-16 12:08:26,east,738.24
20260516-027,2026-05-16 10:59:32,south,707.37
20260516-028,2026-05-16 09:35:58,west,22.27
20260516-029,2026-05-16 19:08:39,east,228.00
20260516-030,2026-05-16 16:28:56,north,703.16
20260516-031,2026-05-16 09:58:24,west,151.95
20260516-032,2026-05-16 10:23:59,north,290.11
20260516-033,2026-05-16 15:41:06,north,504.43
20260516-034,2026-05-16 08:12:41,east,133.91
20260516-035,2026-05-16 10:05:34,west,76.95
20260516-036,2026-05-16 13:18:42,south,320.85
20260516-037,2026-05-16 08:00:22,west,589.52
20260516-038,2026-05-16 19:05:08,south,164.49
20260516-039,2026-05-16 14:09:16,north,27.01
20260516-040,2026-05-16 09:53:13,north,698.06
20260516-041,2026-05-16 19:08:47,east,13.36
20260516-042,2026-05-16 11:23:25,north,901.57
20260516-043,2026-05-16 13:11:16,south,732.69
20260516-044,2026-05-16 14:09:39,west,350.40
20260516-045,2026-05-16 15:17:01,east,902.31
20260516-046,2026-05-16 14:28:04,south,565.90
20260516-047,2026-05-16 14:26:47,east,334.36
20260516-048,2026-05-16 19:56:55,north,230.62
20260516-049,2026-05-16 14:30:15,east,437.43
20260516-050,2026-05-16 19:50:04,north,316.81
20260516-051,2026-05-16 19:06:44,east,494.73
20260516-052,2026-05-16 13:37:25,east,457.12
