id,ts,region,amount
20260517-000,2026-05-17 18:27:49,west,694.99
20260517-001,2026-05-17 09:53:58,north,9.02
20260517-002,2026-05-17 13:16:19,west,531.41
20260517-003,2026-05-17 16:23:58,west,73.73
20260517-004,2026-05-17 08:00:49,east,847.56
20260517-005,2026-05-17 09:13:22,west,755.31
20260517-006,2026-05-17 14:43:40,west,902.32
20260517-007,2026-05-17 09:01:06,west,404.11
20260517-008,2026-05-17 09:39:34,west,937.78
20260517-009,2026-05-17 12:15:17,east,807.56
20260517-010,2026-05-17 08:28:06,west,44.14
20260517-011,2026-05-17 09:41:09,west,115.84
20260517-012,2026-05-17 15:09:16,north,757.14
20260517-013,2026-05-17 08:29:20,south,441.10
20260517-014,2026-05-17 08:44:46,south,598.23
20260517-015,2026-05-17 19:24:41,east,484.32
20260517-016,2026-05-17 17:09:23,south,697.96
20260517-017,2026-05-17 12:29:55,north,238.70
20260517-018,2026-05-17 11:00:03,east,535.45
20260517-019,2026-05-17 10:57:50,north,516.64
20260517-020,2026-05-17 16:09:55,west,38.09
20260517-021,2026-05-17 19:46:43,east,552.07
20260517-022,2026-05-17 13:44:02,south,601.57
20260517-023,2026-05-17 18:04:34,south,363.27
20260517-024,2026-05-17 17:04:09,south,14.71
20260517-025,2026-05-17 10:29:05,east,812.63
20260517-026,2026-05-17 10:31:39,east,484.32
20260517-027,2026-05-17 16:04:08,north,424.93
20260517-028,2026-05-17 17:26:46,west,771.64
20260517-029,2026-05-17 10:55:30,west,503.76
20260517-030,2026-05-17 12:49:21,south,302.70
20260517-031,2026-05-17 18:35:53,west,341.17
20260517-032,2026-05-17 10:34:25,west,654.52
20260517-033,2026-05-17 15:53:52,south,606.42
20260517-034,2026-05-17 12:08:33,south,686.75
20260517-035,2026-05-17 11:08:28,west,548.98
20260517-036,2026-05-17 16:23:06,north,346.16
20260517-037,2026-05-17 19:21:28,south,386.29
20260517-038,2026-05-17 14:46:24,east,478.62
20260517-039,2026-05-17 11:48:22,south,411.09
20260517-040,2026-05-17 12:41:56,west,671.47
20260517-041,2026-05-17 17:15:45,east,494.69
20260517-042,2026-05-17 12:35:57,east,648.12
20260517-043,2026-05-17 10:52:16,west,729.45
20260517-044,2026-05-17 09:41:29,north,583.93
20260517-045,2026-05-17 15:23:16,west,161.64
20260517-046,2026-05-17 14:50:35,east,386.17
20260517-047,2026-05-17 08:26:11,east,25.14
20260517-048,2026-05-17 16:10:58,north,26.69
20260517-049,2026-05-17 14:01:36,north,948.40
20260517-050,2026-05-17 13:35:10,west,399.87
20260517-051,2026-05-17 17:03:18,west,55.85
20260517-052,2026-05-17 12:55:54,east,915.14
