id,ts,region,amount
20260514-000,2026-05-14 18:39:54,north,8.00
20260514-001,2026-05-14 08:13:32,west,143.98
20260514-002,2026-05-14 08:50:24,south,694.53
20260514-003,2026-05-14 17:00:15,north,225.53
20260514-004,2026-05-14 17:36:46,west,42.99
20260514-005,2026-05-14 10:26:27,south,707.89
20260514-006,2026-05-14 10:41:06,west,252.57
20260514-007,2026-05-14 18:34:25,west,74.38
20260514-008,2026-05-14 09:01:11,east,671.08
20260514-009,2026-05-14 12:38:31,west,419.57
20260514-010,2026-05-14 09:32:54,south,242.65
20260514-011,2026-05-14 19:41:22,west,309.15
20260514-012,2026-05-14 19:26:14,west,588.80
20260514-013,2026-05-14 19:52:26,east,777.90
20260514-014,2026-05-14 12:57:01,west,7.42
20260514-015,2026-05-14 11:01:47,west,919.00
20260514-016,2026-05-14 18:04:19,north,709.76
20260514-017,2026-05-14 11:44:30,east,780.23
20260514-018,2026-05-14 08:13:08,west,86.57
20260514-019,2026-05-14 16:56:48,south,903.33
20260514-020,2026-05-14 19:33:28,west,588.89
20260514-021,2026-05-14 17:28:16,south,398.94
20260514-022,2026-05-14 16:45:18,east,756.94
20260514-023,2026-05-14 19:19:42,south,392.44
20260514-024,2026-05-14 09:47:55,north,781.72
20260514-025,2026-05-14 11:14:43,south,167.60
20260514-026,2026-05-14 17:26:35,west,153.06
20260514-027,2026-05-14 17:24:14,west,44.32
20260514-028,2026-05-14 16:59:40,north,41.27
20260514-029,2026-05-14 16:46:39,east,947.65
