id,ts,region,amount
20260208-000,2026-02-08 14:42:19,de,254.74
20260208-001,2026-02-08 18:42:06,fr,365.27
20260208-002,2026-02-08 14:40:51,nl,912.79
20260208-003,2026-02-08 14:54:00,nl,836.46
20260208-004,2026-02-08 13:05:18,nl,152.22
20260208-005,2026-02-08 13:29:24,uk,103.87
20260208-006,2026-02-08 12:10:11,de,886.73
20260208-007,2026-02-08 18:16:20,uk,785.92
20260208-008,2026-02-08 11:27:32,fr,373.32
20260208-009,2026-02-08 09:16:52,nl,412.73
20260208-010,2026-02-08 19:26:31,nl,395.16
20260208-011,2026-02-08 08:21:41,de,471.72
20260208-012,2026-02-08 10:43:56,fr,246.02
20260208-013,2026-02-08 14:30:58,de,726.41
20260208-014,2026-02-08 12:45:02,de,534.56
20260208-015,2026-02-08 18:37:08,nl,661.62
20260208-016,2026-02-08 13:49:46,de,176.87
20260208-017,2026-02-08 14:12:52,nl,513.68
20260208-018,2026-02-08 13:46:02,uk,928.84
20260208-019,2026-02-08 15:14:10,de,360.40
20260208-020,2026-02-08 19:38:07,uk,202.28
20260208-021,2026-02-08 19:57:38,fr,256.16
20260208-022,2026-02-08 15:40:48,fr,615.50
20260208-023,2026-02-08 14:12:57,nl,552.53
20260208-024,2026-02-08 11:28:29,uk,380.75
20260208-025,2026-02-08 16:03:24,uk,506.60
20260208-026,2026-02-08 09:57:56,de,941.81
20260208-027,2026-02-08 18:15:36,uk,242.43
20260208-028,2026-02-08 11:17:28,nl,241.31
20260208-029,2026-02-08 16:35:35,uk,817.77
20260208-030,2026-02-08 09:47:06,uk,377.89
20260208-031,2026-02-08 08:22:40,nl,471.51
20260208-032,2026-02-08 15:56:55,nl,461.87
20260208-033,2026-02-08 18:09:10,de,75.09
20260208-034,2026-02-08 14:30:34,de,740.22
20260208-035,2026-02-08 13:15:12,nl,824.41
20260208-036,2026-02-08 12:23:52,fr,70.51
20260208-037,2026-02-08 08:59:38,de,385.38
