id,ts,region,amount
20260210-000,2026-02-10 19:38:36,fr,770.83
20260210-001,2026-02-10 08:29:35,uk,809.89
20260210-002,2026-02-10 13:41:21,de,558.58
20260210-003,2026-02-10 15:00:14,fr,938.28
20260210-004,2026-02-10 11:24:44,nl,179.77
20260210-005,2026-02-10 10:36:27,de,367.51
20260210-006,2026-02-10 15:26:07,fr,900.84
20260210-007,2026-02-10 08:07:39,uk,432.95
20260210-008,2026-02-10 08:25:13,fr,45.47
20260210-009,2026-02-10 09:17:43,nl,818.41
20260210-010,2026-02-10 13:32:46,fr,894.05
20260210-011,2026-02-10 10:50:46,fr,628.94
20260210-012,2026-02-10 17:36:20,nl,365.53
20260210-013,2026-02-10 13:05:26,fr,589.72
20260210-014,2026-02-10 09:58:28,fr,295.78
20260210-015,2026-02-10 19:46:48,fr,58.24
20260210-016,2026-02-10 11:41:03,uk,904.41
20260210-017,2026-02-10 08:14:23,uk,905.40
20260210-018,2026-02-10 14:56:52,uk,865.20
20260210-019,2026-02-10 19:05:42,de,275.92
20260210-020,2026-02-10 10:59:00,nl,561.27
20260210-021,2026-02-10 08:58:17,nl,483.66
20260210-022,2026-02-10 15:45:48,de,402.39
20260210-023,2026-02-10 15:09:06,nl,813.72
20260210-024,2026-02-10 09:43:22,de,543.34
20260210-025,2026-02-10 08:01:32,de,725.74
20260210-026,2026-02-10 17:47:10,nl,370.38
20260210-027,2026-02-10 15:42:47,nl,66.19
20260210-028,2026-02-10 18:08:16,de,364.23
20260210-029,2026-02-10 13:36:48,nl,570.20
20260210-030,2026-02-10 17:04:34,uk,54.83
20260210-031,2026-02-10 18:07:00,fr,545.75
20260210-032,2026-02-10 13:04:26,uk,238.90
20260210-033,2026-02-10 18:40:27,de,408.69
20260210-034,2026-02-10 13:00:24,fr,108.76
20260210-035,2026-02-10 14:02:34,uk,455.87
20260210-036,2026-02-10 14:53:54,nl,817.33
20260210-037,2026-02-10 13:36:43,nl,133.12
20260210-038,2026-02-10 14:29:49,uk,933.99
20260210-039,2026-02-10 09:22:09,de,726.57
20260210-040,2026-02-10 16:28:35,de,315.52
20260210-041,2026-02-10 12:12:43,uk,162.47
20260210-042,2026-02-10 13:00:17,fr,642.59
20260210-043,2026-02-10 10:41:23,uk,528.29
20260210-044,2026-02-10 17:26:14,nl,57.65
20260210-045,2026-02-10 09:48:05,uk,45.16
20260210-046,2026-02-10 16:35:23,nl,207.93
20260210-047,2026-02-10 18:04:23,fr,330.70
20260210-048,2026-02-10 15:57:12,de,490.12
20260210-049,2026-02-10 15:19:46,fr,773.21
20260210-050,2026-02-10 10:35:02,nl,581.61
20260210-051,2026-02-10 11:15:41,de,332.22
20260210-052,2026-02-10 11:56:34,uk,403.87
20260210-053,2026-02-10 12:44:24,fr,229.48
20260210-054,2026-02-10 08:41:41,de,241.08
