id,ts,region,amount
20260209-000,2026-02-09 16:16:41,uk,373.32
20260209-001,2026-02-09 10:05:56,fr,421.03
20260209-002,2026-02-09 10:59:46,fr,881.36
20260209-003,2026-02-09 12:43:49,nl,245.56
20260209-004,2026-02-09 12:09:23,uk,941.23
20260209-005,2026-02-09 14:40:48,de,198.43
20260209-006,2026-02-09 17:27:27,de,230.74
20260209-007,2026-02-09 12:07:12,nl,396.62
20260209-008,2026-02-09 08:40:16,fr,356.06
20260209-009,2026-02-09 10:58:59,uk,831.92
20260209-010,2026-02-09 15:25:52,fr,656.18
20260209-011,2026-02-09 17:54:22,uk,939.05
20260209-012,2026-02-09 11:21:57,nl,703.48
20260209-013,2026-02-09 19:14:33,fr,247.38
20260209-014,2026-02-09 12:06:03,nl,602.86
20260209-015,2026-02-09 10:13:35,nl,482.13
20260209-016,2026-02-09 11:23:35,fr,870.12
20260209-017,2026-02-09 08:07:43,de,773.52
20260209-018,2026-02-09 17:18:41,uk,658.89
20260209-019,2026-02-09 10:05:13,nl,672.42
20260209-020,2026-02-09 09:48:39,uk,563.28
20260209-021,2026-02-09 17:56:43,de,389.45
20260209-022,2026-02-09 16:16:48,uk,938.42
20260209-023,2026-02-09 09:20:20,uk,502.57
20260209-024,2026-02-09 16:23:20,fr,804.45
20260209-025,2026-02-09 11:20:02,nl,645.70
20260209-026,2026-02-09 10:41:42,fr,306.77
20260209-027,2026-02-09 12:31:31,uk,719.60
20260209-028,2026-02-09 15:13:03,fr,353.34
20260209-029,2026-02-09 13:54:36,uk,254.89
20260209-030,2026-02-09 16:49:48,fr,106.09
20260209-031,2026-02-09 08:55:51,fr,616.97
20260209-032,2026-02-09 12:41:31,nl,729.49
20260209-033,2026-02-09 16:40:58,uk,905.48
20260209-034,2026-02-09 19:48:43,de,640.28
20260209-035,2026-02-09 09:00:27,fr,666.57
20260209-036,2026-02-09 09:43:31,uk,801.86
20260209-037,2026-02-09 13:56:36,fr,874.76
20260209-038,2026-02-09 17:32:18,uk,283.28
20260209-039,2026-02-09 15:56:36,uk,41.77
20260209-040,2026-02-09 13:04:07,nl,264.48
20260209-041,2026-02-09 19:23:51,fr,51.31
