id,ts,region,amount
20260824-000,2026-08-24 17:11:13,south,678.16
20260824-001,2026-08-24 18:43:05,south,188.42
20260824-002,2026-08-24 12:46:59,north,767.03
20260824-003,2026-08-24 19:40:07,north,422.10
20260824-004,2026-08-24 15:47:54,west,493.47
20260824-005,2026-08-24 15:05:43,east,649.35
20260824-006,2026-08-24 10:43:20,east,801.88
20260824-007,2026-08-24 18:23:42,north,75.40
20260824-008,2026-08-24 13:21:57,north,878.78
20260824-009,2026-08-24 11:42:38,south,298.69
20260824-010,2026-08-24 15:55:18,east,779.10
20260824-011,2026-08-24 12:59:12,north,536.34
20260824-012,2026-08-24 10:41:09,east,549.67
20260824-013,2026-08-24 18:38:50,south,458.18
20260824-014,2026-08-24 12:32:48,south,454.66
20260824-015,2026-08-24 11:05:40,south,507.83
20260824-016,2026-08-24 18:34:41,south,251.61
20260824-017,2026-08-24 12:25:04,west,374.75
20260824-018,2026-08-24 13:16:49,south,347.60
20260824-019,2026-08-24 14:21:55,south,707.24
20260824-020,2026-08-24 08:03:55,west,860.32
20260824-021,2026-08-24 15:28:50,north,669.33
20260824-022,2026-08-24 13:45:26,west,40.41
20260824-023,2026-08-24 17:33:26,west,514.19
20260824-024,2026-08-24 12:19:23,east,797.15
20260824-025,2026-08-24 19:58:04,north,142.77
20260824-026,2026-08-24 16:00:44,west,865.73
20260824-027,2026-08-24 14:57:18,east,383.21
20260824-028,2026-08-24 18:48:23,east,430.88
20260824-029,2026-08-24 08:25:58,north,828.43
