id,ts,region,amount
20260425-000,2026-04-25 12:03:22,central,703.14
20260425-001,2026-04-25 19:05:15,islands,284.39
20260425-002,2026-04-25 15:45:35,coastal,220.98
20260425-003,2026-04-25 18:08:12,islands,549.16
20260425-004,2026-04-25 17:43:09,highlands,867.50
20260425-005,2026-04-25 13:24:31,central,389.80
20260425-006,2026-04-25 08:53:37,coastal,92.14
20260425-007,2026-04-25 17:15:00,highlands,333.85
20260425-008,2026-04-25 12:59:51,highlands,802.25
20260425-009,2026-04-25 11:32:12,coastal,169.27
20260425-010,2026-04-25 14:01:13,islands,684.21
20260425-011,2026-04-25 11:14:38,islands,937.81
20260425-012,2026-04-25 09:25:23,central,165.25
20260425-013,2026-04-25 18:26:31,islands,688.58
20260425-014,2026-04-25 18:41:22,central,630.07
20260425-015,2026-04-25 08:07:05,islands,948.56
20260425-016,2026-04-25 13:27:10,coastal,496.11
20260425-017,2026-04-25 10:13:50,coastal,318.19
20260425-018,2026-04-25 17:32:10,central,162.09
20260425-019,2026-04-25 18:04:32,central,726.42
20260425-020,2026-04-25 09:36:18,highlands,182.04
20260425-021,2026-04-25 10:44:06,central,665.87
20260425-022,2026-04-25 10:20:30,central,860.94
20260425-023,2026-04-25 09:59:30,coastal,579.60
20260425-024,2026-04-25 16:02:23,highlands,862.19
20260425-025,2026-04-25 09:42:21,coastal,93.95
20260425-026,2026-04-25 13:53:41,central,832.04
20260425-027,2026-04-25 09:27:02,central,932.76
20260425-028,2026-04-25 16:50:05,highlands,182.54
20260425-029,2026-04-25 10:10:20,islands,685.05
20260425-030,2026-04-25 12:01:17,coastal,552.93
20260425-031,2026-04-25 10:53:09,central,872.29
20260425-032,2026-04-25 13:00:09,islands,748.38
20260425-033,2026-04-25 12:39:17,coastal,368.47
20260425-034,2026-04-25 10:47:36,coastal,17.71
20260425-035,2026-04-25 09:05:43,islands,424.39
20260425-036,2026-04-25 09:53:39,highlands,183.18
20260425-037,2026-04-25 10:36:42,highlands,884.62
20260425-038,2026-04-25 19:41:13,central,604.90
20260425-039,2026-04-25 19:07:56,islands,287.00
20260425-040,2026-04-25 12:15:54,islands,867.16
20260425-041,2026-04-25 13:02:52,coastal,895.19
20260425-042,2026-04-25 08:40:03,islands,410.91
20260425-043,2026-04-25 12:44:43,central,719.51
20260425-044,2026-04-25 14:43:21,central,85.88
20260425-045,2026-04-25 19:11:38,highlands,502.59
20260425-046,2026-04-25 16:14:31,highlands,384.20
20260425-047,2026-04-25 11:11:10,coastal,460.75
20260425-048,2026-04-25 15:49:44,coastal,521.99
20260425-049,2026-04-25 15:28:33,central,184.65
20260425-050,2026-04-25 08:20:06,central,743.68
20260425-051,2026-04-25 13:35:41,islands,658.68
20260425-052,2026-04-25 09:54:40,coastal,444.70
