id,ts,region,amount
20260424-000,2026-04-24 18:22:02,islands,422.15
20260424-001,2026-04-24 17:46:37,coastal,816.28
20260424-002,2026-04-24 18:31:52,islands,29.52
20260424-003,2026-04-24 14:53:09,islands,583.60
20260424-004,2026-04-24 14:20:49,central,300.40
20260424-005,2026-04-24 14:29:45,coastal,794.93
20260424-006,2026-04-24 15:14:26,central,392.29
20260424-007,2026-04-24 12:57:52,highlands,915.51
20260424-008,2026-04-24 11:15:15,central,114.09
20260424-009,2026-04-24 10:37:24,coastal,937.29
20260424-010,2026-04-24 11:49:53,highlands,279.24
20260424-011,2026-04-24 19:53:35,coastal,101.37
20260424-012,2026-04-24 14:39:45,islands,358.89
20260424-013,2026-04-24 12:23:00,highlands,676.93
20260424-014,2026-04-24 18:58:56,highlands,814.98
20260424-015,2026-04-24 17:01:18,islands,883.20
20260424-016,2026-04-24 15:22:13,central,153.72
20260424-017,2026-04-24 08:16:21,coastal,645.72
20260424-018,2026-04-24 11:29:41,highlands,488.38
20260424-019,2026-04-24 19:55:59,highlands,833.57
20260424-020,2026-04-24 09:22:37,coastal,38.13
20260424-021,2026-04-24 15:01:22,central,599.72
20260424-022,2026-04-24 08:11:51,islands,429.26
20260424-023,2026-04-24 09:42:18,highlands,436.26
20260424-024,2026-04-24 18:44:45,islands,288.28
20260424-025,2026-04-24 16:54:27,islands,618.45
20260424-026,2026-04-24 13:20:20,coastal,60.46
20260424-027,2026-04-24 15:16:11,coastal,233.89
20260424-028,2026-04-24 16:55:26,central,635.70
20260424-029,2026-04-24 19:55:07,coastal,333.88
20260424-030,2026-04-24 15:08:57,islands,463.42
20260424-031,2026-04-24 16:29:12,central,555.33
20260424-032,2026-04-24 13:55:54,highlands,390.27
20260424-033,2026-04-24 17:21:42,islands,384.88
20260424-034,2026-04-24 08:41:37,central,531.79
20260424-035,2026-04-24 09:42:27,islands,53.32
20260424-036,2026-04-24 17:35:35,coastal,479.10
20260424-037,2026-04-24 10:51:50,highlands,280.41
20260424-038,2026-04-24 12:31:54,coastal,274.16
20260424-039,2026-04-24 10:36:38,coastal,151.69
20260424-040,2026-04-24 19:09:46,highlands,129.34
20260424-041,2026-04-24 13:41:52,islands,282.62
20260424-042,2026-04-24 10:25:57,highlands,838.45
20260424-043,2026-04-24 08:51:01,highlands,213.28
