id,ts,region,amount
20260824-000,2026-08-24 15:01:02,east,65.63
20260824-001,2026-08-24 16:09:47,north,798.39
20260824-002,2026-08-24 15:30:05,south,598.04
20260824-003,2026-08-24 09:11:21,south,709.41
20260824-004,2026-08-24 09:38:58,west,615.37
20260824-005,2026-08-24 17:09:05,south,606.47
20260824-006,2026-08-24 11:59:45,west,226.75
20260824-007,2026-08-24 10:11:57,west,343.82
20260824-008,2026-08-24 11:04:01,south,652.56
20260824-009,2026-08-24 12:55:55,north,811.07
20260824-010,2026-08-24 10:31:52,east,619.00
20260824-011,2026-08-24 15:39:22,south,659.72
20260824-012,2026-08-24 08:28:13,south,250.52
20260824-013,2026-08-24 13:08:17,east,707.67
20260824-014,2026-08-24 18:24:58,south,336.99
20260824-015,2026-08-24 14:55:37,south,819.87
20260824-016,2026-08-24 09:59:41,east,233.57
20260824-017,2026-08-24 19:53:13,east,194.85
20260824-018,2026-08-24 12:08:49,north,718.45
20260824-019,2026-08-24 14:07:22,north,50.80
20260824-020,2026-08-24 18:28:37,south,102.95
20260824-021,2026-08-24 11:21:58,south,280.06
20260824-022,2026-08-24 15:02:27,west,820.57
20260824-023,2026-08-24 16:15:16,south,249.68
20260824-024,2026-08-24 12:27:39,west,591.51
20260824-025,2026-08-24 19:53:05,west,158.95
