id,ts,region,amount
20260825-000,2026-08-25 13:40:22,north,750.19
20260825-001,2026-08-25 15:38:53,north,440.16
20260825-002,2026-08-25 15:33:36,north,510.45
20260825-003,2026-08-25 12:45:00,south,913.31
20260825-004,2026-08-25 08:19:39,east,615.28
20260825-005,2026-08-25 16:48:50,west,312.68
20260825-006,2026-08-25 17:30:39,south,50.06
20260825-007,2026-08-25 16:39:49,west,89.48
20260825-008,2026-08-25 09:57:22,west,632.01
20260825-009,2026-08-25 12:39:02,north,40.20
20260825-010,2026-08-25 12:22:49,south,143.65
20260825-011,2026-08-25 17:03:13,east,602.79
20260825-012,2026-08-25 15:57:08,north,780.73
20260825-013,2026-08-25 13:22:09,south,747.62
20260825-014,2026-08-25 18:08:30,west,632.56
20260825-015,2026-08-25 13:56:56,west,424.69
20260825-016,2026-08-25 11:08:09,south,597.58
20260825-017,2026-08-25 16:58:29,west,343.27
20260825-018,2026-08-25 17:30:59,west,717.53
20260825-019,2026-08-25 18:56:43,south,730.27
20260825-020,2026-08-25 09:53:51,south,246.93
20260825-021,2026-08-25 12:46:35,west,814.28
20260825-022,2026-08-25 18:17:18,south,184.35
20260825-023,2026-08-25 18:46:35,east,767.97
20260825-024,2026-08-25 11:23:01,north,28.15
20260825-025,2026-08-25 10:54:58,east,435.06
20260825-026,2026-08-25 09:05:16,north,233.07
20260825-027,2026-08-25 14:50:21,east,374.59
20260825-028,2026-08-25 11:07:49,east,696.84
20260825-029,2026-08-25 09:10:00,west,51.10
20260825-030,2026-08-25 18:14:43,west,173.69
20260825-031,2026-08-25 09:21:54,east,306.93
20260825-032,2026-08-25 18:57:25,south,892.74
20260825-033,2026-08-25 11:04:54,north,196.60
20260825-034,2026-08-25 12:06:00,east,856.79
20260825-035,2026-08-25 16:35:38,south,652.00
