id,ts,region,amount
20260909-000,2026-09-09 13:17:08,south,442.54
20260909-001,2026-09-09 08:21:32,west,823.90
20260909-002,2026-09-09 09:21:35,north,853.89
20260909-003,2026-09-09 10:45:28,west,"1,234.50"
20260909-004,2026-09-09 11:03:07,south,153.51
20260909-005,2026-09-09 17:04:49,west,483.42
20260909-006,2026-09-09 09:58:18,south,751.17
20260909-007,2026-09-09 19:50:26,north,642.15
20260909-008,2026-09-09 11:25:17,east,735.09
20260909-009,2026-09-09 11:45:56,north,769.99
20260909-010,2026-09-09 08:57:24,west,836.01
20260909-011,2026-09-09 11:27:47,north,136.49
20260909-012,2026-09-09 08:07:48,south,915.99
20260909-013,2026-09-09 11:21:00,north,851.06
20260909-014,2026-09-09 08:32:05,west,130.86
20260909-015,2026-09-09 11:26:04,west,513.02
20260909-016,2026-09-09 09:44:37,south,186.60
20260909-017,2026-09-09 17:46:02,north,"2,000.00"
20260909-018,2026-09-09 18:38:54,south,260.14
20260909-019,2026-09-09 19:36:02,north,709.17
20260909-020,2026-09-09 14:57:15,south,825.88
20260909-021,2026-09-09 08:47:23,north,582.52
20260909-022,2026-09-09 09:55:56,east,824.67
20260909-023,2026-09-09 14:12:36,north,431.48
20260909-024,2026-09-09 17:21:00,west,363.10
20260909-025,2026-09-09 11:28:17,east,110.56
20260909-026,2026-09-09 12:40:18,north,774.89
20260909-027,2026-09-09 08:01:24,west,494.04
20260909-028,2026-09-09 19:49:15,north,474.98
20260909-029,2026-09-09 11:06:48,west,"1,050.25"
20260909-030,2026-09-09 16:23:08,east,486.83
20260909-031,2026-09-09 12:01:03,south,166.65
20260909-032,2026-09-09 10:07:38,south,253.50
20260909-033,2026-09-09 08:28:13,west,16.22
20260909-034,2026-09-09 08:51:22,east,283.06
20260909-035,2026-09-09 16:17:08,north,137.91
20260909-036,2026-09-09 12:44:07,north,711.39
20260909-037,2026-09-09 10:45:35,west,401.83
20260909-038,2026-09-09 10:42:45,east,560.82
20260909-039,2026-09-09 17:31:22,north,734.26
20260909-040,2026-09-09 12:33:08,south,877.41
20260909-041,2026-09-09 09:10:49,south,759.50
20260909-042,2026-09-09 11:11:30,west,816.86
20260909-043,2026-09-09 16:24:05,south,563.99
20260909-044,2026-09-09 17:16:34,north,523.45
20260909-045,2026-09-09 08:37:37,west,894.52
