id,ts,region,amount
20260908-000,2026-09-08 14:08:12,north,219.24
20260908-001,2026-09-08 11:51:32,south,85.50
20260908-002,2026-09-08 08:29:31,west,383.67
20260908-003,2026-09-08 17:12:57,west,374.00
20260908-004,2026-09-08 11:48:01,east,89.64
20260908-005,2026-09-08 15:57:58,west,496.57
20260908-006,2026-09-08 18:16:06,north,691.07
20260908-007,2026-09-08 14:06:42,north,370.12
20260908-008,2026-09-08 19:05:31,south,324.82
20260908-009,2026-09-08 10:38:04,north,554.55
20260908-010,2026-09-08 11:09:55,west,466.79
20260908-011,2026-09-08 15:18:35,east,693.85
20260908-012,2026-09-08 14:08:10,north,813.01
20260908-013,2026-09-08 13:44:22,west,507.56
20260908-014,2026-09-08 11:19:09,east,480.92
20260908-015,2026-09-08 16:42:04,south,504.64
20260908-016,2026-09-08 08:18:21,south,330.27
20260908-017,2026-09-08 14:16:24,east,257.17
20260908-018,2026-09-08 14:11:42,west,793.43
20260908-019,2026-09-08 18:54:01,south,114.87
20260908-020,2026-09-08 10:19:07,north,924.55
20260908-021,2026-09-08 14:21:53,south,757.61
20260908-022,2026-09-08 11:08:26,west,542.82
20260908-023,2026-09-08 09:37:04,east,389.76
20260908-024,2026-09-08 08:05:42,north,682.42
20260908-025,2026-09-08 16:23:09,west,727.24
20260908-026,2026-09-08 17:04:12,north,674.23
20260908-027,2026-09-08 13:24:42,north,867.42
20260908-028,2026-09-08 13:20:23,north,707.85
20260908-029,2026-09-08 15:13:03,north,615.32
20260908-030,2026-09-08 17:11:11,east,839.35
20260908-031,2026-09-08 15:07:05,south,921.53
20260908-032,2026-09-08 15:51:30,south,577.10
20260908-033,2026-09-08 09:37:46,west,365.13
20260908-034,2026-09-08 19:28:32,north,617.28
20260908-035,2026-09-08 15:36:25,east,681.14
20260908-036,2026-09-08 08:12:03,west,435.29
20260908-037,2026-09-08 11:46:00,north,110.27
20260908-038,2026-09-08 14:33:05,south,624.18
20260908-039,2026-09-08 13:33:24,south,478.95
20260908-040,2026-09-08 17:18:58,north,11.32
20260908-041,2026-09-08 14:14:40,east,707.41
20260908-042,2026-09-08 14:47:23,east,80.24
20260908-043,2026-09-08 18:53:22,east,492.88
