id,ts,region,amount
20260820-000,2026-08-20 15:43:34,highlands,811.25
20260820-001,2026-08-20 12:17:18,highlands,87.77
20260820-002,2026-08-20 14:52:52,central,87.20
20260820-003,2026-08-20 16:15:55,islands,720.90
20260820-004,2026-08-20 10:27:59,highlands,51.06
20260820-005,2026-08-20 19:06:04,islands,881.61
20260820-006,2026-08-20 12:23:16,coastal,384.18
20260820-007,2026-08-20 13:46:54,highlands,28.52
20260820-008,2026-08-20 09:34:49,highlands,326.45
20260820-009,2026-08-20 08:15:10,islands,750.60
20260820-010,2026-08-20 19:40:51,coastal,155.49
20260820-011,2026-08-20 16:24:41,islands,213.73
20260820-012,2026-08-20 15:08:06,central,821.27
20260820-013,2026-08-20 08:16:51,coastal,630.03
20260820-014,2026-08-20 16:30:17,central,834.60
20260820-015,2026-08-20 16:08:26,highlands,151.04
20260820-016,2026-08-20 11:29:37,central,386.16
20260820-017,2026-08-20 09:28:16,islands,473.99
20260820-018,2026-08-20 19:20:18,coastal,686.96
20260820-019,2026-08-20 17:04:58,highlands,809.87
20260820-020,2026-08-20 19:55:04,islands,892.37
20260820-021,2026-08-20 13:05:41,central,225.61
20260820-022,2026-08-20 18:14:40,highlands,669.42
20260820-023,2026-08-20 11:59:54,islands,715.35
20260820-024,2026-08-20 16:45:11,coastal,684.50
20260820-025,2026-08-20 16:56:19,central,374.87
20260820-026,2026-08-20 11:15:17,highlands,579.59
20260820-027,2026-08-20 13:32:13,highlands,452.05
20260820-028,2026-08-20 08:12:33,islands,488.27
20260820-029,2026-08-20 11:27:31,highlands,922.72
20260820-030,2026-08-20 19:19:05,central,138.27
20260820-031,2026-08-20 14:41:49,central,762.81
20260820-032,2026-08-20 19:30:18,central,623.93
20260820-033,2026-08-20 08:43:18,central,132.57
20260820-034,2026-08-20 12:12:10,central,666.00
20260820-035,2026-08-20 17:19:10,coastal,529.65
20260820-036,2026-08-20 14:56:19,coastal,29.75
20260820-037,2026-08-20 16:59:26,islands,792.51
20260820-038,2026-08-20 15:37:37,coastal,256.23
20260820-039,2026-08-20 18:40:50,highlands,597.38
20260820-040,2026-08-20 10:45:27,highlands,654.90
20260820-041,2026-08-20 17:10:01,islands,25.17
20260820-042,2026-08-20 09:40:35,highlands,437.74
20260820-043,2026-08-20 17:50:18,coastal,399.58
20260820-044,2026-08-20 15:34:50,coastal,372.10
20260820-045,2026-08-20 16:22:10,islands,388.11
20260820-046,2026-08-20 14:01:59,highlands,533.17
20260820-047,2026-08-20 14:49:53,central,393.25
20260820-048,2026-08-20 10:31:19,coastal,439.06
20260820-049,2026-08-20 19:36:54,highlands,315.83
20260820-050,2026-08-20 17:34:15,coastal,89.83
20260820-051,2026-08-20 08:28:48,islands,285.67
20260820-052,2026-08-20 10:14:53,islands,890.02
20260820-053,2026-08-20 13:44:30,highlands,736.21
20260820-054,2026-08-20 11:25:03,highlands,191.48
20260820-055,2026-08-20 19:59:23,central,538.58
20260820-056,2026-08-20 18:38:56,highlands,857.77
