id,ts,region,amount
20260821-000,2026-08-21 10:32:43,coastal,522.64
20260821-001,2026-08-21 16:36:42,highlands,740.46
20260821-002,2026-08-21 12:37:05,coastal,880.81
20260821-003,2026-08-21 11:42:53,islands,221.08
20260821-004,2026-08-21 12:47:52,coastal,76.11
20260821-005,2026-08-21 11:31:54,islands,412.58
20260821-006,2026-08-21 19:04:25,central,868.26
20260821-007,2026-08-21 12:58:20,islands,793.68
20260821-008,2026-08-21 08:33:41,islands,51.66
20260821-009,2026-08-21 11:38:22,highlands,82.95
20260821-010,2026-08-21 09:07:11,central,507.65
20260821-011,2026-08-21 10:49:26,highlands,215.92
20260821-012,2026-08-21 16:20:12,islands,889.37
20260821-013,2026-08-21 18:49:48,coastal,318.35
20260821-014,2026-08-21 10:46:40,islands,646.89
20260821-015,2026-08-21 11:22:16,islands,635.00
20260821-016,2026-08-21 08:57:10,coastal,590.95
20260821-017,2026-08-21 12:05:07,islands,465.57
20260821-018,2026-08-21 09:33:28,coastal,269.31
20260821-019,2026-08-21 17:04:55,islands,919.34
20260821-020,2026-08-21 18:00:42,central,405.78
20260821-021,2026-08-21 15:23:00,central,859.57
20260821-022,2026-08-21 09:23:43,highlands,611.77
20260821-023,2026-08-21 15:41:12,islands,866.43
20260821-024,2026-08-21 08:14:02,central,707.53
20260821-025,2026-08-21 14:07:50,coastal,532.81
20260821-026,2026-08-21 10:06:19,highlands,449.08
20260821-027,2026-08-21 12:48:41,central,474.45
20260821-028,2026-08-21 15:54:13,coastal,697.83
20260821-029,2026-08-21 15:49:11,islands,97.05
20260821-030,2026-08-21 17:19:33,highlands,466.93
20260821-031,2026-08-21 16:48:28,coastal,846.51
20260821-032,2026-08-21 15:13:08,highlands,386.76
20260821-033,2026-08-21 18:32:48,central,289.72
20260821-034,2026-08-21 08:16:53,highlands,656.53
20260821-035,2026-08-21 11:55:56,central,39.17
20260821-036,2026-08-21 17:53:56,highlands,937.15
20260821-037,2026-08-21 18:08:56,highlands,279.56
20260821-038,2026-08-21 08:38:39,islands,204.44
20260821-039,2026-08-21 13:08:59,highlands,176.84
20260821-040,2026-08-21 17:37:21,coastal,554.94
20260821-041,2026-08-21 19:43:16,highlands,855.91
20260821-042,2026-08-21 12:51:12,coastal,681.37
20260821-043,2026-08-21 12:54:09,islands,257.81
20260821-044,2026-08-21 16:57:14,highlands,328.35
20260821-045,2026-08-21 10:55:28,highlands,723.83
20260821-046,2026-08-21 09:16:15,highlands,68.07
